naam,dag,tijd,dag_tijd,startdatum,duur,periode,prijs,cursusnummer,docent,taal,status,url,categorie,beschrijving
De Gekleurde Stad,ma,10:30 - 17:00,ma 10:30 - 17:00,22-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,623929,Barbara Guldenaar,English; Nederlands,Sorry; deze cursus is vol,https://www.crea.nl/courses/zomercursussen/beeldend-zomer/de-gekleurde-stad/,beeldend (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Hoe kijk je naar de stad? Hoe ervaar je kleuren; vormen; geluiden; terwijl je tegelijkertijd in gedachten ook ergens anders kunt zijn; het wereldnieuws kunt volgen en kunt overleggen met je vrienden aan de andere kant van de aardbol? Een stad is altijd in beweging. Er wordt gebouwd en veranderd; vergroend en vergrijst. Er zijn mensen en meningen. En de stad is de spiegel van wat in de wereld gebeurd.

Wat ga je doen? Deze cursus biedt een verkennende reis door Amsterdam; waarbij je gedurende de eerste dagen ter plekke op diverse locaties klein formaat studies maakt met potlood; houtskool; kleurkrijt en verf; en tegelijkertijd een spoedcursus tekenen en schilderen krijgt. Tijdens het creatieve proces worden notities gemaakt van omgevingsindrukken en observaties. In de laatste dagen wordt gewerkt aan een groot formaat geschilderde collage op papier waarin voorstudies en persoonlijke notities samenkomen; waardoor je je artistieke visie volledig kunnen uitdrukken."
Developing Freedom in Music,ma,10:30 - 17:00,ma 10:30 - 17:00,29-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,223944,Beth Aggett,English,Deze cursus is gestart,https://www.crea.nl/courses/zomercursussen/muziek-zomer/developing-freedom-in-music/,muziek (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Let op: dit is een Engelse cursus!

Have you ever wondered how to know what notes to play or sing; or how to improvise within a song? Wished you could make your phrases sound more musical; or that you could successfully interact with bandmates when playing? Or would you like to learn how to communicate with your fellow musicians through your improvisation?

The summer course Developing Freedom in Music aims to give participants some crucial tools for developing skills in improvising. This course is aimed at musicians who want to further their improvisation skills. Both singers and instrumentalists are welcome!

What will we be doing? For all genres; whether it be jazz; pop; rock or blues; we will look at:

Finding the key

Working out the chord progression by ear

Knowing the ‘right’ notes

Harmonic tricks including pentatonic scales and blues

Building an improvisation off the melody

How to tell a story through your improvisation

How to interact; and give signals to; your fellow musicians

The approach will be practical and creative but also thorough and challenging. We will combine theory with playing to make sure you have ample opportunity to try things out. Most importantly; we’re going to have fun!"
Documentaire Maken,ma,10:30 - 17:00,ma 10:30 - 17:00,05-08-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,323958,Juliette Dominicus,Nederlands,Sorry; deze cursus is vol,https://www.crea.nl/courses/zomercursussen/film-en-digitale-media-zomer/documentaire-maken/,film design and media (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

In deze weekcursus ga je een korte documentaire maken! Gedurende de week komen de verschillende aspecten aan bod die komen kijken bij het maakproces: van het schrijven van een filmplan; tot het regisseren en monteren van je documentaire.

Wat ga je doen? Je gaat aan de slag met het vertalen van je idee naar een documentaire-plan en het bedenken van scènes. Hoe maak je je film visueel en welke structuur gebruik je om je verhaal op te bouwen? Welke soorten documentaires zijn er en welke vorm past bij het verhaal dat jij wilt vertellen?

Halverwege de week vindt de shoot-dag plaats; waarbij je als regisseur gewapend met je camera op pad gaat en je filmidee vertaalt naar beeld en geluid. Hiervoor zullen we ingaan op verschillende filmtechnieken; maar ook op vragen als: hoe interview en regisseer je een personage?

Wanneer alle beelden verzameld zijn ga je aan de slag met de montage. Je leert hiervoor de basis montagetechnieken en hoe je jouw scènes tot een kloppend verhaal maakt. Op de laatste dag worden de films gezamenlijk gescreend en sluiten we de week feestelijk af!

Opmerkingen; Tijdens deze cursus kun je gebruik maken van apparatuur van CREA. We filmen met digitale camera’s en je gaat op jouw eigen laptop editen. Een paar weken voordat de cursus start zal je meer informatie ontvangen over welke (gratis) programma’s je hiervoor kunt gebruiken. Als je geen eigen laptop tot je beschikking hebt; maar toch graag deze cursus wilt doen; kun je contact met ons opnemen via planning@crea. nl. Je kan ook je eigen apparatuur meenemen (film- of compact/DSLR camera; of zelfs jouw smartphone is een optie). Let op: voor gebruik van de CREA camera’s buiten de cursustijden om moet je zelf zorgen voor een SDHC geheugenkaart. Je krijgt bij de eerste les uitgebreide informatie over de uitleenprocedure.

Tips en tricks; Filmmaken gaat tegenwoordig verder dan alleen ‘het maken’ van films. Deze cursus zal daarom ook ingaan op nieuwe filmtermen als impactproductie: hoe creëer je sociaal-maatschappelijke verandering met je film? Daarnaast biedt de cursus tips en tricks om verder te gaan als (beginnend) filmmaker."
Documentaire: Basis,ma,19:45 - 22:15,ma 19:45 - 22:15,07-04-2025,9 weken,block 3 - spring,student:€141jong-alumnus UvA/HvA:€207oud-alumnus UvA/HvA:€242medewerker UvA/HvA:€207overigen:€284,324307,Raluca Lupascu,Nederlands,Schrijf je in voor de wachtlijst,https://www.crea.nl/courses/film-design-and-media/documentaire-basis/,film design and media,"Tijdens deze cursus maak je kennis met de basisvaardigheden die je nodig hebt voor het maken van een documentaire; met speciale aandacht voor visuele storytelling. Wat zijn de kenmerken van een documentaire? Tijdens de cursus zullen we hier een antwoord op formuleren aan de hand van voorbeelden en praktische oefeningen.

Wat ga je doen? Je analyseert voorbeelden van inspirerende makers; onderwerpen; genre; beeldtaal; geluid (en sound design); montage (alleen inhoudelijk) passeren de revue. Ook staan we stil bij het vertel-perspectief: vanuit welke invalshoek vertel je over het onderwerp? Wat is het belang van research? Hoe doe je een interview voor een documentaire? Tijdens de lessen worden theorie en praktijkoefeningen afgewisseld. Je krijgt oefeningen die met de andere deelnemers tijdens de les uitgevoerd moeten worden en er zijn individuele opdrachten die je thuis kan maken. Je doet ervaring op met handheld camera; statische shots; single-shot; montage en ritme. "
Documentaire: Maak een Short,di,18:15 - 20:45,di 18:15 - 20:45,15-04-2025,9 weken,block 3 - spring,student:€141jong-alumnus UvA/HvA:€207oud-alumnus UvA/HvA:€242medewerker UvA/HvA:€207overigen:€284,324308,Raluca Lupascu,English; Nederlands,Schrijf je in,https://www.crea.nl/courses/film-design-and-media/documentaire-maak-een-short/,film design and media,Deze cursus is voor iedereen die graag zelf een korte documentaire wil maken en de basisvaardigheden al onder de knie heeft. Je werkt in 10 weken onder begeleiding aan je eigen filmplannen van idee naar eindproduct. Je kiest zelf het uitgangspunt: nieuwsitem; een onderwerp uit de realiteit of eigen ervaring; of meer. De focus ligt op de ontwikkeling van een eigen filmtaal en stijl voor een korte documentaire. Wat ga je doen? Er wordt begonnen met de ontwikkeling van het filmplan. Wat wil je precies vertellen? Hoe bouw je een goed verhaal op? Welke soort documentaire past bij jou als maker en bij het onderwerp? Maak je gebruik van bestaande footage of wil je het echte leven vastleggen? Wanneer kies je voor statische shots; hand-held camera of single shots? De film-opnames moeten worden gepland in de eigen tijd. Je haalt het meest uit deze cursus als je voldoende tijd hebt om doordeweeks aan je eigen project te kunnen werken! Tijdens de laatste les zal de eigen productie worden vertoond en besproken. 
Documentary Photography,za,14:30 - 17:00,za 14:30 - 17:00,19-04-2025,9 weken,block 3 - spring,student:€138jong-alumnus UvA/HvA:€208oud-alumnus UvA/HvA:€245medewerker UvA/HvA:€208overigen:€288,124302,Marzia Cosenza,English,Schrijf je in,https://www.crea.nl/courses/fotografie/documentary-photography/,fotografie,"Let op: deze cursus wordt in het Engels gegeven. Het cursusrooster van deze cursus wijkt iets af van het standaardrooster; de lessen zullen plaatsvinden op 19 april; 3 10; 17; 24; & 31 mei; en 7; 14; & 21 juni.

‘I create fiction out of reality’ is a quote by documentary photographer Martin Parr. Learn to tell your own story from reality.

Documentary photography is a form of photography that documents reality. But you decide what that reality looks like. Every choice you make gives a different picture of reality. Do you flash? Do you use a telephoto lens? Do you hide your camera in a dustbin? What do you show or not show in your frame?

The documentary photographer often works on a subject for an extended period of time; telling a story in one or more photographs.

What will you be doing? During this course; you will be inspired by well-known documentary photographers. You will be given short assignments based on the photographers discussed to improve your photography skills. You will also work on your own documentary photo series."
Documentary: Basics,ma,17:00 - 19:30,ma 17:00 - 19:30,07-04-2025,9 weken,block 3 - spring,student:€141jong-alumnus UvA/HvA:€207oud-alumnus UvA/HvA:€242medewerker UvA/HvA:€207overigen:€284,324306,Raluca Lupascu,English,Schrijf je in voor de wachtlijst,https://www.crea.nl/courses/film-design-and-media/documentary-basics/,film design and media,"Let op: deze cursus wordt in het Engels gegeven.

“Every film is a documentary; since it captures an experience that takes place in front of a camera.” François Truffaut. Regardless of how they are marketed; there is not much practical differences between documentary and fiction films; since they both use the same set of tools to tell stories. In this course you will learn all the basic film tools available for you to tell your story; and through simple exercises and examples; you will briefly explore how camera; sound; editing; colour and other elements are applied to tell stories in the documentary field. "
DoKa,ma,10:30 - 17:00,ma 10:30 - 17:00,08-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,123907,Rogier Alleblas,English; Nederlands,Sorry; deze cursus is vol,https://www.crea.nl/courses/zomercursussen/fotografie-zomer/doka-2/,fotografie (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Analoge fotografie maakt een comeback en daarmee ook het leren van de basistechnieken van de oude zwart-witfotografie. In de ontwikkelbak van de donkere kamer zie je je gemaakte beeld langzaam opkomen.

Wat ga je doen? Analoog fotografeer je anders. Je maakt minder foto’s en je ziet het resultaat van je foto’s niet meteen op je scherm. Het is daarom belangrijk om goed te kijken en lichtmetingen te doen. Vervolgens ontwikkel je de gemaakte beelden via een chemisch proces. Afdrukken doe je met een vergroter (een belichtingsapparaat). Zo ontstaan je beelden stap voor stap in de doka."
Doka,ma,16:45 - 19:15,ma 16:45 - 19:15,07-04-2025,9 weken,block 3 - spring,student:€194jong-alumnus UvA/HvA:€289oud-alumnus UvA/HvA:€343medewerker UvA/HvA:€289overigen:€403,124303,Rogier Alleblas,English; Nederlands,Schrijf je in,https://www.crea.nl/courses/fotografie/doka/,fotografie,"Analoge fotografie maakt een comeback en daarmee ook het leren van de basistechnieken van de oude zwart-witfotografie. In de ontwikkelbak van de donkere kamer zie je je gemaakte beeld langzaam opkomen.

Wat ga je doen? Analoog fotografeer je anders. Je maakt minder foto’s en je ziet het resultaat van je foto’s niet meteen op je scherm. Het is daarom belangrijk om goed te kijken en lichtmetingen te doen. Vervolgens ontwikkel je de gemaakte beelden via een chemisch proces. Afdrukken doe je met een vergroter (een belichtingsapparaat). Zo ontstaan je beelden stap voor stap in de doka.

Je krijgt opdrachten en theorie; maar er wordt vooral veel ontwikkeld en afgedrukt.

“De cursus is een geweldige ervaring en ik zou het zo weer doen.”– Cursist (seizoen 2023-2024/blok 1)"
Doka,wo,16:15 - 18:45,wo 16:15 - 18:45,16-04-2025,9 weken,block 3 - spring,student:€194jong-alumnus UvA/HvA:€289oud-alumnus UvA/HvA:€343medewerker UvA/HvA:€289overigen:€403,124305,Rogier Alleblas,English; Nederlands,inschrijven niet meer mogelijk,https://www.crea.nl/courses/fotografie/doka/,fotografie,"Analoge fotografie maakt een comeback en daarmee ook het leren van de basistechnieken van de oude zwart-witfotografie. In de ontwikkelbak van de donkere kamer zie je je gemaakte beeld langzaam opkomen.

Wat ga je doen? Analoog fotografeer je anders. Je maakt minder foto’s en je ziet het resultaat van je foto’s niet meteen op je scherm. Het is daarom belangrijk om goed te kijken en lichtmetingen te doen. Vervolgens ontwikkel je de gemaakte beelden via een chemisch proces. Afdrukken doe je met een vergroter (een belichtingsapparaat). Zo ontstaan je beelden stap voor stap in de doka.

Je krijgt opdrachten en theorie; maar er wordt vooral veel ontwikkeld en afgedrukt.

“De cursus is een geweldige ervaring en ik zou het zo weer doen.”– Cursist (seizoen 2023-2024/blok 1)"
DoKa in één Dag,zo,11:00 - 16:00,zo 11:00 - 16:00,11-05-2025,1 dag,block 3 - spring,student:€70jong-alumnus UvA/HvA:€105oud-alumnus UvA/HvA:€120medewerker UvA/HvA:€105overigen:€140,124312,Rogier Alleblas,English; Nederlands,Schrijf je in,https://www.crea.nl/courses/fotografie/doka-in-een-dag/,fotografie,"Let op! Voor dagcursussen sluiten de inschrijvingen in principe om 12:00 op de dinsdag voor aanvang van de cursus. Schrijf je dus uiterlijk dinsdag 6 mei 11:59u in!

Tijdens deze cursus leer je in een dag de analoge wereld van de fotografie kennen. Wat gaan we doen? Je begint met een korte uitleg over de camera en het maken van een goede belichting. Daarna schiet je in een half uur een zwart wit negatief filmpje vol. Dit filmpje gaan we ontwikkelen tot negatieven. Na de middagpauze zijn de negatieven droog en gaan we een negatief afdrukken op echt fotopapier. We maken een proefstrook; beoordelen het contrast en de helderheid van de proefdrukken en maken daarna een masterprint! "
Drawing and Sculpting Portraits,ma,17:00 - 19:30,ma 17:00 - 19:30,07-04-2025,9 weken,block 3 - spring,student:€157jong-alumnus UvA/HvA:€230oud-alumnus UvA/HvA:€268medewerker UvA/HvA:€230overigen:€316,624324,Vika Mitrichenko,English,Schrijf je in voor de wachtlijst,https://www.crea.nl/courses/beeldend/drawing-and-sculpting-portraits/,beeldend,"Let op: deze cursus wordt in het Engels gegeven.

This course consists of two parts. The first part focuses on academic art; where you will learn to draw and sculpt various facial features such as eyes; nose; and mouth. We will explore different aspects: proportions; the use of light and shadow to create shape; the role of colour in painting; and the importance of portraying character and emotion in portraits.

The second part of the course consists of workshops with a model; followed by conceptual assignments where you work with your own image to express your ideas visually. During the course; you will have the opportunity to practice drawing; painting and modelling with ceramic clay.

Walk-In Studio Model Drawing; Can’t get enough? Try our Walk-In Studio Model Drawing! Every Saturday morning from 10:30 to 13:00 you are welcome to come practice model drawing with a (nude) model under supervision of CREA teachers. "
Editorial Illustration,ma,10:30 - 17:00,ma 10:30 - 17:00,15-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,323926,Ellis van der Does,English; Nederlands,Deze cursus is gestart,https://www.crea.nl/courses/zomercursussen/film-en-digitale-media-zomer/editorial-illustration/,film design and media (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

Vind je het leuk om een verhaal te vertellen in beeld? Heb je altijd aan de slag willen gaan als illustrator? Dan is deze cursus voor jou!

In een week tijd ga je aan de slag met verschillende associatietechnieken om ideeën te genereren; zodat je illustraties een eigen unieke invalshoek zullen hebben. Tijdens de cursus behandelen verschillende vormen van illustratie in de redactionele sfeer en zul je aan het einde van de cursus een goed idee hebben hoe breed dit vakgebied is.

Wat ga je doen? Je gaat aan de slag met het maken van spot illustraties; covers; two pagers; het ontwerpen van personages en nog veel meer. Elke les starten we analoog met potlood en papier; daarna ga je aan de slag om je schetsen te verbeteren en vervolgens werk je ze uit. Je kan zowel digitaal als analoog werken. Je kan er ook voor kiezen om gedurende de week analoog te werken; aangezien er vele technieken zijn die je kunt gaan ontdekken. Denk aan viltstiften; Oost-Indische inkt; potloden; etc.

Aan het eind van de cursus heb je een klein portfolio."
Editorial Illustration,ma,10:30 - 17:00,ma 10:30 - 17:00,15-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,323926,Ellis van der Does,English; Nederlands,Deze cursus is gestart,https://www.crea.nl/courses/film-design-and-media/editorial-illustration-2/,film design and media / beeldend / creative skills,Vind je het leuk om een verhaal te vertellen in beeld? Heb je altijd aan de slag willen gaan als illustrator? Dan is deze cursus voor jou! In vijf weken ga je aan de slag met verschillende associatie technieken om ideeën te genereren; zodat je illustraties een eigen unieke invalshoek zullen hebben. Tijdens de lessen behandelen verschillende vormen van illustratie in de redactionele sfeer en zul je aan het eindvan de cursus een goed idee hebben hoe breed dit vakgebied is. Wat ga je doen? Je gaat aan de slag met het maken van spot-illustraties; covers; two pagers; karakter ontwerp en nog veel meer. Elke les starten we analoog met potlood en papier. Mocht je je schets vervolgens digitaal willen uitwerken dan mag dat; maar het is geen vereiste. Je hoeft niet goed te kunnen tekenen om deze cursus te volgen. In principe is er geen huiswerk; maar mocht je het leuk vinden om thuis verder te werken dan mag dat natuurlijk. Aan het eind van de cursus heb je een klein portfolio. 
Electronic Music Production,ma,10:30 - 17:00,ma 10:30 - 17:00,29-07-2024,5 dagen,blok 4 - zomer,student:€195jong-alumnus UvA/HvA:€292oud-alumnus UvA/HvA:€292medewerker UvA/HvA:€292overigen:€390,223945,Olaf Kerckhaert,English; Nederlands,Sorry; deze cursus is vol,https://www.crea.nl/courses/zomercursussen/film-en-digitale-media-zomer/electronic-music-production/,muziek (zomer) / film design and media (zomer),"Deze cursus is onderdeel van het cursusprogramma van zomer 2024. Inschrijven is helaas niet meer mogelijk. Het programma voor zomer 2025 komt in april 2025 online.

De DJ die muziek live aan het publiek presenteert; de singer-songwriter die elektronica in haar eigen live sound integreert of producers en muzikanten die samen elektronische muziek maken: het valt allemaal onder de noemer Electronic Music Production. Wat ga je doen? Deze week kan jij als deelnemer je eigen kwaliteiten ontwikkelen en werk je aan gezamenlijke muziekproducties: wil je goed leren mixen of heb je meer gevoel voor het maken van beats of elektronische klanken? Het kan allemaal: je werkt samen met de andere muzikanten; producenten; DJ’s; singer-songwriters en componisten in de groep. En je leert stapsgewijs en op creatieve manier met het softwarepakket Ableton Live te werken.         "
